Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Bathroom,Point Of Contact,Size-binned,Rent-binned,Furnished,Semi-Furnished,Unfurnished,Bachelors,Bachelors/Family,Family
2022-06-06,2,9000.0,800,Ground out of 2,Super Area,Mudichur,Chennai,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-07-10,3,15000.0,1157,4 out of 8,Super Area,"Kelambakkam, Old Mahabalipuram Road",Chennai,3,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-01,2,15000.0,780,1 out of 2,Super Area,Velachery,Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-18,3,130000.0,2792,5 out of 9,Super Area,Kellys,Chennai,5,Contact Owner,Compact,Low,1,0,0,0,1,0
2022-04-30,1,7500.0,500,Ground out of 2,Super Area,Pallikaranai,Chennai,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-02,2,9500.0,750,1 out of 3,Super Area,Perumbakkam,Chennai,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-02,6,60000.0,1800,1 out of 3,Super Area,Besant Nagar,Chennai,6,Contact Owner,Small,Low,1,0,0,0,1,0
2022-06-02,1,7000.0,500,Ground out of 3,Super Area,Koyambedu,Chennai,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-14,2,23000.0,1153,15 out of 19,Super Area,Mangadu,Chennai,2,Contact Owner,Small,Low,0,1,0,0,0,1
2022-07-06,1,18000.0,500,1 out of 2,Super Area,Anna Nagar,Chennai,1,Contact Owner,Small,Low,1,0,0,0,1,0
2022-07-02,3,18000.0,1000,7 out of 18,Carpet Area,"Kelambakkam, Old Mahabalipuram Road",Chennai,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-06,1,6000.0,510,1 out of 2,Super Area,"Madhavaram, Guntur Chennai Highway",Chennai,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-19,2,13000.0,730,2 out of 2,Carpet Area,Keelkattalai,Chennai,2,Contact Owner,Small,Low,0,1,0,0,0,1
2022-05-25,2,15000.0,950,Ground out of 3,Super Area,Velachery,Chennai,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-20,2,10000.0,730,2 out of 3,Super Area,"Santhosapuram, Medavakkam",Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-07-08,3,22000.0,1400,1 out of 3,Super Area,"Madhavaram, Guntur Chennai Highway",Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-20,2,10000.0,900,1 out of 3,Super Area,Poonamallee,Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-06,1,6500.0,506,1 out of 2,Super Area,Pallikaranai,Chennai,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-04-30,2,7000.0,749,2 out of 4,Super Area,Thandalam,Chennai,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-07-08,1,18000.0,520,2 out of 4,Super Area,T Nagar,Chennai,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-13,2,7000.0,850,1 out of 1,Super Area,Padapai,Chennai,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-05,2,22000.0,1000,2 out of 3,Super Area,"Lake Area, Nungambakkam",Chennai,2,Contact Owner,Small,Low,0,1,0,0,0,1
2022-06-18,1,7000.0,600,1 out of 1,Super Area,"Kundrathur, Pallavaram Kundrathur Main Road",Chennai,1,Contact Owner,Small,Low,0,0,1,1,0,0
2022-06-23,1,15000.0,1900,3 out of 4,Carpet Area,Kailasapuram-Mylapore,Chennai,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-07-03,2,8000.0,600,1 out of 2,Carpet Area,"Rajakilpakkam, Selaiyur",Chennai,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-02,1,7000.0,500,Ground out of 1,Super Area,Selaiyur,Chennai,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-07-08,1,9000.0,550,1 out of 2,Super Area,Pammal,Chennai,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-07-08,2,9800.0,1200,Ground out of 4,Super Area,Medavakkam,Chennai,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-05,3,14500.0,1107,4 out of 4,Carpet Area,sspdl Mayfair,Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-07-10,1,15000.0,550,9 out of 15,Carpet Area,Iyyappanthangal,Chennai,1,Contact Agent,Small,Low,0,1,0,0,1,0
2022-07-10,2,22000.0,1150,4 out of 9,Carpet Area,Iyyappanthangal,Chennai,2,Contact Agent,Small,Low,0,1,0,0,1,0
2022-05-22,2,9000.0,600,Ground out of 2,Super Area,"Subramaniya Swamy Nagar, Valasaravakkam, Arcot Road",Chennai,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-06,3,18000.0,1235,1 out of 2,Super Area,Perambur,Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-25,1,8500.0,600,Ground out of 3,Super Area,Tharamani,Chennai,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-07-06,1,6500.0,400,Ground out of 2,Super Area,"Perungalathur, Chennai Bypass Road",Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-07-10,3,40000.0,1400,3 out of 5,Carpet Area,Nandambakkam,Chennai,3,Contact Agent,Small,Low,0,1,0,0,1,0
2022-05-03,3,17000.0,800,2 out of 2,Carpet Area,Royapettah,Chennai,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-18,2,12000.0,700,1 out of 2,Super Area,Maduravoyal,Chennai,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-24,2,30000.0,900,2 out of 4,Carpet Area,Anna Nagar,Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-22,1,4000.0,400,2 out of 3,Super Area,Rani Anna Nagar,Chennai,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-02,2,14000.0,850,2 out of 3,Super Area,Banu Nagar,Chennai,2,Contact Owner,Small,Low,1,0,0,0,1,0
2022-07-06,3,25000.0,1415,4 out of 13,Super Area,G S T Road,Chennai,2,Contact Owner,Small,Low,1,0,0,0,1,0
2022-05-13,1,8000.0,281,Ground out of 1,Carpet Area,Thiruvanmiyur,Chennai,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-02,1,12500.0,600,2 out of 4,Super Area,Arumbakkam,Chennai,1,Contact Owner,Small,Low,1,0,0,0,1,0
2022-05-24,5,100000.0,6000,9 out of 12,Super Area,Navalur,Chennai,4,Contact Agent,Large,Low,0,1,0,0,1,0
2022-06-24,2,14000.0,1050,1 out of 1,Carpet Area,Perambur,Chennai,2,Contact Owner,Small,Low,0,0,1,1,0,0
2022-06-22,1,7500.0,390,Ground out of 1,Carpet Area,"Bharath Nagar, Porur",Chennai,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-22,3,17500.0,950,4 out of 4,Carpet Area,chettipunniyam,Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-20,3,27000.0,1500,3 out of 4,Carpet Area,Sholinganallur,Chennai,3,Contact Owner,Small,Low,0,1,0,0,0,1
2022-05-16,2,16500.0,200,2 out of 2,Carpet Area,"Purasawalkam, PH Road",Chennai,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-23,2,12000.0,926,2 out of 3,Super Area,Madipakkam,Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-07-08,3,45000.0,1700,3 out of 3,Carpet Area,Gandhi Nagar Adyar,Chennai,3,Contact Owner,Small,Low,0,1,0,1,0,0
2022-07-06,2,15000.0,1068,1 out of 2,Carpet Area,"Kamakoti Nagar, Pallikaranai",Chennai,2,Contact Owner,Small,Low,0,1,0,0,0,1
2022-05-15,3,14000.0,1800,Ground out of 2,Carpet Area,"TTK Nagar, Tambaram",Chennai,3,Contact Owner,Small,Low,0,1,0,0,0,1
2022-07-06,2,17000.0,590,Ground out of 3,Carpet Area,Mambalam West,Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-07-10,3,34999.0,1400,2 out of 4,Carpet Area,Virugambakkam,Chennai,3,Contact Agent,Small,Low,0,1,0,0,1,0
2022-06-18,1,7000.0,550,Ground out of 3,Carpet Area,Mahindra World City,Chennai,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-16,1,10500.0,520,3 out of 4,Super Area,Semmancheri,Chennai,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-07-08,2,15000.0,900,3 out of 4,Super Area,"Valasaravakkam, Arcot Road",Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-07-08,2,10000.0,700,Ground out of 3,Super Area,Nanmangalam,Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-14,1,7000.0,400,1 out of 2,Super Area,Medavakkam,Chennai,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-14,4,200000.0,2280,2 out of 3,Carpet Area,Mylapore,Chennai,4,Contact Agent,Small,Low,0,1,0,0,1,0
2022-07-04,2,12000.0,826,1 out of 2,Super Area,Medavakkam,Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-06,2,10000.0,1050,1 out of 2,Super Area,Sembakkam,Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-07-08,2,15000.0,700,Ground out of 2,Super Area,Alandur,Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-02,2,19000.0,800,1 out of 4,Carpet Area,Thoraipakkam,Chennai,2,Contact Agent,Small,Low,0,1,0,0,1,0
2022-07-08,2,25000.0,850,1 out of 15,Super Area,"Old Pallavaram, Alandur",Chennai,2,Contact Owner,Small,Low,1,0,0,0,1,0
2022-05-26,1,10000.0,502,1 out of 1,Super Area,T Nagar,Chennai,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-25,2,13000.0,925,1 out of 2,Carpet Area,Nest bliss sholinganallur,Chennai,2,Contact Owner,Small,Low,0,0,1,1,0,0
2022-05-25,2,12500.0,500,2 out of 3,Super Area,Kolathur,Chennai,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-25,2,10000.0,950,1 out of 3,Super Area,Adambakkam,Chennai,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-02,2,16000.0,930,1 out of 4,Super Area,Mogappair East,Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-14,2,11000.0,950,1 out of 1,Carpet Area,Menambedu,Chennai,2,Contact Owner,Small,Low,0,1,0,0,0,1
2022-07-06,2,13000.0,800,1 out of 1,Carpet Area,"Devi Karumariamman Nagar, Velachery",Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-20,2,15000.0,950,1 out of 2,Super Area,"Neelankarai, E Coast Road",Chennai,1,Contact Owner,Small,Low,0,1,0,0,0,1
2022-05-20,3,15000.0,1100,1 out of 1,Carpet Area,"Ponniamman Nagar, Iyyappanthangal",Chennai,2,Contact Owner,Small,Low,0,0,1,0,0,1
2022-07-08,2,20000.0,750,3 out of 4,Super Area,Anna Nagar,Chennai,3,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-29,2,12000.0,1000,3 out of 5,Super Area,Thalambur,Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-07-06,2,600000.0,950,1 out of 1,Carpet Area,Vettuvankeni,Chennai,2,Contact Owner,Small,Low,0,0,1,1,0,0
2022-06-30,2,11000.0,800,1 out of 2,Super Area,"Narayanapuram, Kovilambakkam",Chennai,2,Contact Owner,Small,Low,0,1,0,0,0,1
2022-05-31,1,10000.0,500,Ground out of 2,Carpet Area,Kodambakkam,Chennai,1,Contact Agent,Small,Low,0,0,1,1,0,0
2022-07-10,3,30000.0,1500,Ground out of 14,Carpet Area,Porur,Chennai,3,Contact Agent,Small,Low,0,1,0,0,1,0
2022-07-05,1,8000.0,550,2 out of 2,Super Area,"Padur, Old Mahabalipuram Road",Chennai,1,Contact Owner,Small,Low,1,0,0,0,1,0
2022-06-06,1,7000.0,400,Ground out of 2,Super Area,Nanmangalam,Chennai,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-18,1,10000.0,550,2 out of 3,Carpet Area,"Luz, Mylapore",Chennai,1,Contact Owner,Small,Low,0,0,1,1,0,0
2022-05-20,2,9300.0,730,1 out of 2,Super Area,Ambattur,Chennai,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-01,2,10500.0,1000,1 out of 2,Carpet Area,Kambar Nagar-Kolathur,Chennai,2,Contact Owner,Small,Low,0,1,0,0,0,1
2022-07-10,2,16000.0,975,Ground out of 2,Carpet Area,Kovilambakkam,Chennai,2,Contact Agent,Small,Low,0,1,0,0,1,0
2022-06-05,2,20000.0,1800,12 out of 19,Super Area,Old Mahabalipuram Road,Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-20,2,9000.0,745,1 out of 2,Super Area,Ambattur,Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-07-06,2,18000.0,900,1 out of 4,Carpet Area,Medavakkam,Chennai,2,Contact Agent,Small,Low,0,1,0,0,0,1
2022-05-02,2,10000.0,600,Ground out of 1,Super Area,"Jaya Nagar, Porur, Chennai Bypass Road",Chennai,2,Contact Owner,Small,Low,0,0,1,0,0,1
2022-06-14,2,16000.0,600,2 out of 2,Super Area,Saidapet,Chennai,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-03,1,13500.0,450,3 out of 4,Carpet Area,Kodambakkam,Chennai,1,Contact Owner,Small,Low,0,0,1,1,0,0
2022-05-20,2,16000.0,1030,2 out of 4,Super Area,Thoraipakkam,Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-21,2,8500.0,833,1 out of 2,Super Area,"Perungalathur, Chennai Bypass Road",Chennai,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-18,2,15000.0,1000,Ground out of 3,Super Area,Madipakkam,Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-27,2,8200.0,840,1 out of 1,Carpet Area,rajakillpakkam,Chennai,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-07-06,2,20000.0,750,1 out of 5,Carpet Area,Velachery,Chennai,2,Contact Owner,Small,Low,1,0,0,0,0,1
2022-07-06,2,9000.0,950,2 out of 3,Super Area,"Kattupakkam, PH Road",Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-20,1,13500.0,550,Ground out of 1,Super Area,Anna Nagar,Chennai,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-05,3,26000.0,1125,2 out of 3,Super Area,"Purasawalkam, PH Road",Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-18,2,11000.0,700,1 out of 3,Carpet Area,Tiruvottiyur,Chennai,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-22,2,18000.0,1100,1 out of 2,Super Area,"Tambaram West, Tambaram, Chennai Bypass Road",Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-02,2,10000.0,700,Ground out of 2,Super Area,"Kubera Nagar, Madipakkam",Chennai,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-17,3,40000.0,1250,2 out of 4,Carpet Area,T Nagar,Chennai,3,Contact Agent,Small,Low,0,1,0,1,0,0
2022-06-06,2,24000.0,1100,Ground out of 3,Super Area,Vadapalani,Chennai,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-17,1,18000.0,475,2 out of 11,Carpet Area,Sholinganallur,Chennai,1,Contact Agent,Small,Low,0,1,0,0,1,0
2022-06-17,2,11000.0,530,2 out of 3,Super Area,Jyothi Nagar-Ekkatuthangal,Chennai,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-19,2,23000.0,1050,11 out of 12,Carpet Area,Vadapalani,Chennai,2,Contact Agent,Small,Low,0,1,0,0,0,1
2022-05-18,2,11000.0,830,Ground out of 2,Super Area,Sembakkam,Chennai,2,Contact Owner,Small,Low,0,1,0,0,0,1
2022-06-20,2,8000.0,809,1 out of 2,Super Area,"Chromepet, GST Road",Chennai,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-07-06,2,15000.0,900,Ground out of 3,Super Area,"Kattupakkam, PH Road",Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-07-06,1,9500.0,700,Ground out of 2,Super Area,"Santhosapuram, Medavakkam",Chennai,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-16,2,13500.0,1150,1 out of 2,Super Area,"Tambaram West, Tambaram, Chennai Bypass Road",Chennai,2,Contact Owner,Small,Low,0,1,0,1,0,0
2022-05-29,1,11000.0,750,Ground out of 2,Super Area,Porur Gardens,Chennai,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-23,2,13000.0,920,Ground out of 1,Super Area,"Ullagaram, Pallavaram-Thuraipakkam Road",Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-19,2,25000.0,1050,9 out of 12,Carpet Area,Vadapalani,Chennai,2,Contact Agent,Small,Low,0,1,0,0,0,1
2022-06-14,2,12000.0,1800,2 out of 3,Super Area,Madambakkam,Chennai,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-06,2,25000.0,1000,1 out of 2,Carpet Area,"Adyar, Sardar Patel Road",Chennai,2,Contact Agent,Small,Low,0,1,0,1,0,0
2022-05-10,3,8500.0,1062,1 out of 3,Carpet Area,Siruseri,Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-10,2,8500.0,800,Ground out of 1,Super Area,Ambattur,Chennai,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-10,1,5000.0,450,Ground out of 1,Super Area,Thirumullaivoyal,Chennai,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-29,2,8500.0,900,Ground out of 1,Super Area,"Perungalathur, Chennai Bypass Road",Chennai,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-14,4,100000.0,2240,Ground out of 3,Carpet Area,Anna Nagar,Chennai,4,Contact Agent,Small,Low,1,0,0,0,1,0
2022-05-25,1,7500.0,500,Ground out of 2,Super Area,Kovur,Chennai,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-28,1,7000.0,750,1 out of 1,Super Area,Pammal,Chennai,1,Contact Agent,Small,Low,0,0,1,0,1,0
2022-07-06,3,26000.0,1400,11 out of 15,Super Area,"Chromepet, GST Road",Chennai,3,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-14,2,12000.0,1200,2 out of 2,Carpet Area,CBI Colony,Chennai,2,Contact Owner,Small,Low,0,1,0,1,0,0
2022-05-30,2,18000.0,1424,2 out of 2,Super Area,kumari neo town,Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-22,1,13000.0,450,1 out of 4,Super Area,Arasankalani,Chennai,1,Contact Owner,Small,Low,0,0,1,1,0,0
2022-05-29,3,160000.0,2700,8 out of 10,Super Area,T Nagar,Chennai,2,Contact Agent,Compact,Low,1,0,0,1,0,0
2022-06-22,2,8000.0,805,1 out of 2,Super Area,"Urapakkam, Vandalur R.F, GST Road",Chennai,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-15,1,6000.0,434,Ground out of 3,Super Area,Thirumazhisai,Chennai,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-25,2,12500.0,1000,1 out of 2,Super Area,Perambur,Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-30,1,6500.0,595,1 out of 1,Super Area,"Vengaivasal, Medavakkam",Chennai,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-29,2,10000.0,685,Ground out of 2,Super Area,Kolathur,Chennai,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-29,2,12500.0,1075,1 out of 2,Super Area,Teachers's Colony-Lakshmipuram,Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-07-02,3,22000.0,1100,4 out of 4,Carpet Area,Velachery,Chennai,3,Contact Agent,Small,Low,0,1,0,1,0,0
2022-05-06,2,17000.0,950,1 out of 2,Carpet Area,Madipakkam,Chennai,2,Contact Owner,Small,Low,0,0,1,0,0,1
2022-07-07,3,20000.0,1500,19 out of 31,Super Area,Semmenchery,Chennai,3,Contact Owner,Small,Low,0,0,1,1,0,0
2022-06-06,3,22000.0,1100,Ground out of 2,Super Area,Porur,Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-23,2,11500.0,1100,2 out of 2,Carpet Area,"Valasaravakkam, Arcot Road",Chennai,2,Contact Owner,Small,Low,0,1,0,1,0,0
2022-05-01,3,23000.0,1000,1 out of 3,Carpet Area,Keelkatalai,Chennai,3,Contact Owner,Small,Low,0,0,1,1,0,0
2022-05-20,2,19000.0,800,2 out of 4,Super Area,Mambalam West,Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-20,3,45000.0,1500,1 out of 3,Super Area,CIT Nagar,Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-25,3,17000.0,1250,2 out of 3,Super Area,Madipakkam,Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-01,2,9500.0,650,1 out of 2,Carpet Area,Pallikaranai,Chennai,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-29,3,45000.0,1650,1 out of 5,Super Area,"Valasaravakkam, Arcot Road",Chennai,3,Contact Agent,Small,Low,0,0,1,0,1,0
2022-07-08,4,60000.0,2317,10 out of 12,Super Area,Sholinganallur,Chennai,4,Contact Agent,Small,Low,0,0,1,0,1,0
2022-06-03,2,12000.0,950,1 out of 2,Super Area,"Radha Nagar, Chrompet",Chennai,2,Contact Owner,Small,Low,0,1,0,0,0,1
2022-06-14,3,40000.0,1700,3 out of 5,Super Area,KK Nagar,Chennai,3,Contact Owner,Small,Low,1,0,0,0,1,0
2022-07-09,3,16000.0,1300,1 out of 2,Super Area,Porur,Chennai,2,Contact Owner,Small,Low,1,0,0,0,1,0
2022-05-30,2,9000.0,805,1 out of 2,Super Area,Madipakkam,Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-07-08,2,35000.0,1109,3 out of 3,Super Area,"Adyar, Thiruvanmiyur, Chennai",Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-07-06,1,4000.0,300,1 out of 2,Super Area,Tiruvottiyur,Chennai,1,Contact Owner,Small,Low,0,0,1,1,0,0
2022-07-06,2,11000.0,700,1 out of 3,Super Area,Tharamani,Chennai,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-25,2,9500.0,950,Ground out of 2,Super Area,"Manali, Manali High Road",Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-16,3,25000.0,1290,4 out of 4,Super Area,Poonamalle,Chennai,3,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-21,2,10000.0,950,Ground out of 2,Super Area,S.Kolathur,Chennai,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-12,1,12000.0,400,1 out of 3,Super Area,Besant Nagar,Chennai,1,Contact Owner,Small,Low,1,0,0,0,1,0
2022-06-22,2,19397.0,2000,7 out of 10,Super Area,Guduvancheri,Chennai,2,Contact Owner,Small,Low,1,0,0,0,1,0
2022-07-05,2,12000.0,939,3 out of 4,Super Area,New Perungalathur,Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-04,3,10000.0,1200,1 out of 3,Carpet Area,Kovur,Chennai,3,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-11,2,20000.0,1800,1 out of 1,Super Area,"Ambattur Industrial Estate, Chennai Bypass Road",Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-07-10,3,15000.0,1200,2 out of 5,Carpet Area,Madambakkam,Chennai,2,Contact Agent,Small,Low,0,0,1,0,1,0
2022-05-20,2,28000.0,1200,1 out of 3,Super Area,Kodambakkam,Chennai,2,Contact Owner,Small,Low,0,1,0,0,0,1
2022-06-12,3,10000.0,1750,1 out of 1,Super Area,Kuthanur,Chennai,3,Contact Owner,Small,Low,0,0,1,0,1,0
2022-07-09,1,3500.0,300,Ground out of 2,Super Area,Mogappair West,Chennai,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-15,1,8000.0,650,1 out of 3,Carpet Area,Sholinganallur,Chennai,1,Contact Owner,Small,Low,0,0,1,1,0,0
2022-05-25,2,13500.0,950,Ground out of 3,Super Area,Iyyappanthangal,Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-19,3,36000.0,1610,3 out of 14,Super Area,Vadapalani,Chennai,3,Contact Agent,Small,Low,0,1,0,0,0,1
2022-06-14,2,15000.0,900,1 out of 2,Super Area,Kodungaiyur East,Chennai,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-06,1,5000.0,550,1 out of 1,Carpet Area,"Tambaram, GST Road",Chennai,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-25,2,10000.0,700,Ground out of 2,Super Area,Nanmangalam,Chennai,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-07-06,2,10000.0,800,2 out of 3,Super Area,Madipakkam,Chennai,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-25,2,8500.0,580,3 out of 5,Super Area,Sholinganallur,Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-26,2,11000.0,950,1 out of 2,Super Area,Nandanam,Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-25,1,8000.0,700,1 out of 1,Carpet Area,"Nemilichery, Chromepet",Chennai,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-25,2,12000.0,600,Ground out of 3,Super Area,"Bharathidasan Colony, KK Nagar",Chennai,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-25,1,5000.0,200,Ground out of 3,Super Area,Mambalam West,Chennai,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-17,1,7000.0,600,Ground out of 3,Super Area,Iyyappanthangal,Chennai,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-17,2,15000.0,550,Ground out of 3,Super Area,Mylapore,Chennai,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-25,1,10000.0,600,4 out of 5,Super Area,Mugalivakkam,Chennai,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-19,3,37500.0,1680,1 out of 16,Super Area,Vadapalani,Chennai,3,Contact Agent,Small,Low,0,1,0,0,0,1
2022-06-21,2,7000.0,1100,1 out of 1,Carpet Area,Kayarambedu,Chennai,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-02,1,6500.0,600,Ground out of 2,Super Area,"Chromepet, GST Road",Chennai,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-25,2,16000.0,820,Ground out of 2,Carpet Area,Purasaiwakkam,Chennai,2,Contact Owner,Small,Low,0,1,0,0,0,1
2022-05-19,3,34000.0,1125,8 out of 12,Carpet Area,Vadapalani,Chennai,3,Contact Agent,Small,Low,0,1,0,0,0,1
2022-07-08,2,11500.0,973,4 out of 4,Carpet Area,Padapai,Chennai,2,Contact Owner,Small,Low,0,1,0,0,0,1
2022-06-18,2,15000.0,780,1 out of 2,Super Area,"Guindy Race Course, Guindy",Chennai,1,Contact Owner,Small,Low,1,0,0,0,1,0
2022-06-13,1,8000.0,400,Ground out of 1,Super Area,Mannivakkam,Chennai,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-07-10,4,220000.0,4000,1 out of 2,Super Area,"Poes Garden, Teynampet",Chennai,4,Contact Agent,Compact,Low,0,1,0,0,1,0
2022-05-17,2,22000.0,1000,2 out of 4,Carpet Area,T Nagar,Chennai,2,Contact Agent,Small,Low,0,1,0,0,1,0
